pair,date,month,side,outcome,tie,k,y,arm
EURJPY,2022-04-01,2022-04,top,continuation,False,6,0,confirm5
EURJPY,2023-11-20,2023-11,top,continuation,False,4,0,confirm5
EURJPY,2024-12-05,2024-12,bottom,reversal,False,3,1,confirm5
EURJPY,2025-06-30,2025-06,top,continuation,False,4,0,confirm5
EURJPY,2025-12-12,2025-12,top,reversal,False,1,1,confirm5
GBPJPY,2021-02-25,2021-02,top,reversal,False,1,1,confirm5
GBPJPY,2022-03-30,2022-03,top,continuation,False,5,0,confirm5
GBPJPY,2023-06-20,2023-06,top,continuation,False,3,0,confirm5
GBPJPY,2024-07-09,2024-07,top,continuation,False,2,0,confirm5
GBPJPY,2025-12-12,2025-12,top,reversal,False,1,1,confirm5
CADJPY,2021-03-10,2021-03,top,continuation,False,2,0,confirm5
CADJPY,2021-10-21,2021-10,top,reversal,False,3,1,confirm5
CADJPY,2022-03-30,2022-03,top,continuation,False,5,0,confirm5
CADJPY,2023-06-22,2023-06,top,continuation,False,2,0,confirm5
CADJPY,2024-08-09,2024-08,bottom,reversal,False,17,1,confirm5
CADJPY,2025-03-10,2025-03,bottom,reversal,False,6,1,confirm5
AUDJPY,2021-02-26,2021-02,top,continuation,False,3,0,confirm5
AUDJPY,2021-08-25,2021-08,bottom,reversal,False,4,1,confirm5
AUDJPY,2021-10-21,2021-10,top,reversal,False,9,1,confirm5
AUDJPY,2022-03-25,2022-03,top,continuation,False,1,0,confirm5
AUDJPY,2023-06-21,2023-06,top,reversal,False,12,1,confirm5
AUDJPY,2024-07-05,2024-07,top,continuation,False,4,0,confirm5
AUDJPY,2025-03-10,2025-03,bottom,continuation,False,1,0,confirm5
NZDJPY,2021-03-01,2021-03,top,continuation,False,2,0,confirm5
NZDJPY,2021-10-26,2021-10,top,reversal,False,6,1,confirm5
NZDJPY,2022-03-22,2022-03,top,continuation,False,1,0,confirm5
NZDJPY,2024-05-22,2024-05,top,continuation,False,4,0,confirm5
NZDJPY,2024-07-01,2024-07,top,continuation,False,7,0,confirm5
NZDJPY,2024-08-09,2024-08,bottom,continuation,False,3,0,confirm5
NZDJPY,2025-03-07,2025-03,bottom,continuation,False,2,0,confirm5
EURUSD,2021-04-30,2021-04,top,reversal,False,1,1,bare_onset
EURUSD,2021-07-13,2021-07,bottom,continuation,False,1,0,bare_onset
EURUSD,2021-10-11,2021-10,bottom,reversal,False,3,1,bare_onset
EURUSD,2021-11-29,2021-11,bottom,reversal,False,1,1,bare_onset
EURUSD,2022-03-10,2022-03,bottom,continuation,False,2,0,bare_onset
EURUSD,2022-07-14,2022-07,bottom,reversal,False,2,1,bare_onset
EURUSD,2022-12-12,2022-12,top,continuation,False,3,0,bare_onset
EURUSD,2023-10-03,2023-10,bottom,reversal,False,3,1,bare_onset
EURUSD,2023-11-27,2023-11,top,reversal,False,4,1,bare_onset
EURUSD,2023-12-28,2023-12,top,reversal,False,1,1,bare_onset
EURUSD,2024-08-26,2024-08,top,reversal,False,3,1,bare_onset
EURUSD,2024-11-01,2024-11,bottom,reversal,False,2,1,bare_onset
EURUSD,2024-11-07,2024-11,bottom,reversal,False,1,1,bare_onset
EURUSD,2025-03-20,2025-03,top,reversal,False,5,1,bare_onset
EURUSD,2025-04-08,2025-04,top,continuation,False,1,0,bare_onset
EURUSD,2025-07-04,2025-07,top,reversal,False,2,1,bare_onset
EURUSD,2026-03-30,2026-03,bottom,reversal,False,2,1,bare_onset
EURUSD,2026-06-26,2026-06,bottom,reversal,False,5,1,bare_onset
GBPUSD,2021-12-10,2021-12,bottom,reversal,False,3,1,bare_onset
GBPUSD,2022-03-11,2022-03,bottom,reversal,False,4,1,bare_onset
GBPUSD,2022-04-29,2022-04,bottom,continuation,False,4,0,bare_onset
GBPUSD,2022-07-13,2022-07,bottom,continuation,False,2,0,bare_onset
GBPUSD,2022-09-23,2022-09,bottom,continuation,False,1,0,bare_onset
GBPUSD,2023-09-28,2023-09,bottom,continuation,False,3,0,bare_onset
GBPUSD,2023-12-05,2023-12,top,reversal,False,2,1,bare_onset
GBPUSD,2024-01-02,2024-01,top,continuation,False,8,0,bare_onset
GBPUSD,2024-08-28,2024-08,top,reversal,False,3,1,bare_onset
GBPUSD,2024-11-05,2024-11,top,reversal,False,1,1,bare_onset
GBPUSD,2024-11-25,2024-11,bottom,reversal,False,3,1,bare_onset
GBPUSD,2024-12-24,2024-12,bottom,continuation,False,7,0,bare_onset
GBPUSD,2025-03-13,2025-03,top,reversal,False,10,1,bare_onset
GBPUSD,2025-05-28,2025-05,top,continuation,False,7,0,bare_onset
GBPUSD,2025-11-10,2025-11,bottom,continuation,False,8,0,bare_onset
GBPUSD,2025-11-24,2025-11,bottom,reversal,False,2,1,bare_onset
GBPUSD,2025-12-25,2025-12,top,reversal,False,4,1,bare_onset
GBPUSD,2026-02-03,2026-02,top,reversal,False,2,1,bare_onset
USDJPY,2021-03-10,2021-03,top,continuation,False,3,0,bare_onset
USDJPY,2021-07-05,2021-07,top,reversal,False,3,1,bare_onset
USDJPY,2021-10-14,2021-10,top,continuation,False,1,0,bare_onset
USDJPY,2022-01-10,2022-01,top,reversal,False,1,1,bare_onset
USDJPY,2022-03-25,2022-03,top,continuation,False,1,0,bare_onset
USDJPY,2022-06-10,2022-06,top,continuation,False,1,0,bare_onset
USDJPY,2022-11-17,2022-11,top,continuation,False,2,0,bare_onset
USDJPY,2022-12-07,2022-12,top,reversal,False,5,1,bare_onset
USDJPY,2022-12-19,2022-12,top,reversal,False,1,1,bare_onset
USDJPY,2022-12-30,2022-12,bottom,continuation,False,2,0,bare_onset
USDJPY,2023-06-29,2023-06,top,reversal,False,6,1,bare_onset
USDJPY,2024-04-18,2024-04,top,reversal,False,1,1,bare_onset
USDJPY,2024-07-08,2024-07,top,reversal,False,4,1,bare_onset
USDJPY,2024-07-30,2024-07,top,reversal,False,1,1,bare_onset
USDJPY,2024-08-14,2024-08,bottom,reversal,False,2,1,bare_onset
USDJPY,2024-10-31,2024-10,top,continuation,False,4,0,bare_onset
USDJPY,2024-12-27,2024-12,top,reversal,False,2,1,bare_onset
USDJPY,2025-02-14,2025-02,top,reversal,False,4,1,bare_onset
USDJPY,2025-03-03,2025-03,bottom,continuation,False,1,0,bare_onset
USDJPY,2025-04-21,2025-04,bottom,reversal,False,2,1,bare_onset
USDJPY,2026-05-13,2026-05,top,continuation,False,3,0,bare_onset
USDJPY,2026-07-02,2026-07,top,reversal,False,1,1,bare_onset
USDJPY,2026-08-10,2026-08,top,continuation,False,15,0,bare_onset
USDCAD,2021-05-17,2021-05,bottom,continuation,False,1,0,bare_onset
USDCAD,2021-07-13,2021-07,bottom,reversal,False,3,1,bare_onset
USDCAD,2021-07-26,2021-07,bottom,continuation,False,3,0,bare_onset
USDCAD,2021-12-02,2021-12,top,reversal,False,3,1,bare_onset
USDCAD,2021-12-22,2021-12,top,reversal,False,1,1,bare_onset
USDCAD,2022-09-30,2022-09,top,reversal,False,2,1,bare_onset
USDCAD,2023-12-29,2023-12,bottom,reversal,False,2,1,bare_onset
USDCAD,2024-10-23,2024-10,top,continuation,False,3,0,bare_onset
USDCAD,2025-10-13,2025-10,top,continuation,False,1,0,bare_onset
USDCAD,2025-12-25,2025-12,bottom,reversal,False,7,1,bare_onset
USDCAD,2026-02-02,2026-02,bottom,reversal,False,4,1,bare_onset
USDCAD,2026-06-12,2026-06,top,continuation,False,4,0,bare_onset
NZDUSD,2021-12-06,2021-12,bottom,reversal,False,3,1,bare_onset
NZDUSD,2022-05-16,2022-05,bottom,reversal,False,1,1,bare_onset
NZDUSD,2022-07-11,2022-07,bottom,continuation,False,4,0,bare_onset
NZDUSD,2022-09-27,2022-09,bottom,continuation,False,1,0,bare_onset
NZDUSD,2022-11-18,2022-11,bottom,reversal,False,9,1,bare_onset
NZDUSD,2022-12-13,2022-12,top,continuation,False,1,0,bare_onset
NZDUSD,2023-08-24,2023-08,bottom,continuation,False,8,0,bare_onset
NZDUSD,2023-12-22,2023-12,top,continuation,False,3,0,bare_onset
NZDUSD,2024-08-01,2024-08,bottom,continuation,False,2,0,bare_onset
NZDUSD,2024-09-03,2024-09,top,reversal,False,4,1,bare_onset
NZDUSD,2024-10-30,2024-10,bottom,continuation,False,2,0,bare_onset
NZDUSD,2025-10-17,2025-10,bottom,reversal,False,6,1,bare_onset
NZDUSD,2025-11-06,2025-11,bottom,continuation,False,1,0,bare_onset
NZDUSD,2026-02-03,2026-02,top,reversal,False,3,1,bare_onset
NZDUSD,2026-05-06,2026-05,top,timeout,False,20,0,bare_onset
NZDUSD,2026-06-19,2026-06,bottom,continuation,False,3,0,bare_onset
NZDUSD,2026-07-24,2026-07,bottom,reversal,False,4,1,bare_onset
NZDUSD,2026-08-12,2026-08,top,continuation,False,3,0,bare_onset
AUDUSD,2021-12-01,2021-12,bottom,continuation,False,1,0,bare_onset
AUDUSD,2022-10-05,2022-10,bottom,continuation,False,3,0,bare_onset
AUDUSD,2023-12-26,2023-12,top,continuation,False,2,0,bare_onset
AUDUSD,2024-08-13,2024-08,bottom,reversal,False,4,1,bare_onset
AUDUSD,2024-11-07,2024-11,bottom,continuation,False,2,0,bare_onset
AUDUSD,2026-01-29,2026-01,top,reversal,False,1,1,bare_onset
AUDUSD,2026-07-07,2026-07,top,continuation,False,7,0,bare_onset
USDCHF,2021-03-18,2021-03,top,continuation,False,4,0,bare_onset
USDCHF,2021-05-12,2021-05,bottom,reversal,False,1,1,bare_onset
USDCHF,2021-07-09,2021-07,top,continuation,False,3,0,bare_onset
USDCHF,2022-05-02,2022-05,top,continuation,False,2,0,bare_onset
USDCHF,2022-06-15,2022-06,top,reversal,False,1,1,bare_onset
USDCHF,2022-12-02,2022-12,bottom,reversal,False,2,1,bare_onset
USDCHF,2023-07-19,2023-07,bottom,reversal,False,2,1,bare_onset
USDCHF,2023-10-09,2023-10,top,reversal,False,1,1,bare_onset
USDCHF,2023-12-11,2023-12,bottom,continuation,False,2,0,bare_onset
USDCHF,2024-03-29,2024-03,top,continuation,False,2,0,bare_onset
USDCHF,2024-08-06,2024-08,bottom,reversal,False,1,1,bare_onset
USDCHF,2024-11-26,2024-11,top,reversal,False,2,1,bare_onset
USDCHF,2025-01-02,2025-01,top,continuation,False,1,0,bare_onset
USDCHF,2025-04-08,2025-04,bottom,continuation,False,1,0,bare_onset
USDCHF,2025-07-10,2025-07,bottom,reversal,False,4,1,bare_onset
USDCHF,2026-06-29,2026-06,top,reversal,False,4,1,bare_onset
EURJPY,2021-03-12,2021-03,top,reversal,False,6,1,bare_onset
EURJPY,2021-05-11,2021-05,top,continuation,False,5,0,bare_onset
EURJPY,2021-10-25,2021-10,top,continuation,False,4,0,bare_onset
EURJPY,2022-04-01,2022-04,top,continuation,False,6,0,bare_onset
EURJPY,2023-06-30,2023-06,top,reversal,False,5,1,bare_onset
EURJPY,2023-11-20,2023-11,top,continuation,False,4,0,bare_onset
EURJPY,2023-12-13,2023-12,top,reversal,False,1,1,bare_onset
EURJPY,2023-12-19,2023-12,top,reversal,False,2,1,bare_onset
EURJPY,2024-08-16,2024-08,bottom,continuation,False,1,0,bare_onset
EURJPY,2024-12-05,2024-12,bottom,reversal,False,3,1,bare_onset
EURJPY,2025-06-30,2025-06,top,continuation,False,4,0,bare_onset
EURJPY,2025-12-02,2025-12,top,continuation,False,5,0,bare_onset
EURJPY,2025-12-12,2025-12,top,reversal,False,1,1,bare_onset
EURJPY,2026-06-29,2026-06,top,continuation,False,2,0,bare_onset
GBPJPY,2021-02-25,2021-02,top,reversal,False,1,1,bare_onset
GBPJPY,2021-10-28,2021-10,top,reversal,False,3,1,bare_onset
GBPJPY,2022-01-07,2022-01,top,reversal,False,8,1,bare_onset
GBPJPY,2022-03-30,2022-03,top,continuation,False,5,0,bare_onset
GBPJPY,2023-01-06,2023-01,bottom,continuation,False,5,0,bare_onset
GBPJPY,2023-06-20,2023-06,top,continuation,False,3,0,bare_onset
GBPJPY,2024-07-09,2024-07,top,continuation,False,2,0,bare_onset
GBPJPY,2024-07-29,2024-07,top,continuation,False,1,0,bare_onset
GBPJPY,2024-08-20,2024-08,bottom,reversal,False,10,1,bare_onset
GBPJPY,2024-09-13,2024-09,bottom,reversal,False,3,1,bare_onset
GBPJPY,2024-10-15,2024-10,top,continuation,False,6,0,bare_onset
GBPJPY,2025-12-12,2025-12,top,reversal,False,1,1,bare_onset
GBPJPY,2026-07-23,2026-07,top,reversal,False,4,1,bare_onset
GBPJPY,2026-08-06,2026-08,top,continuation,False,2,0,bare_onset
CADJPY,2021-03-10,2021-03,top,continuation,False,2,0,bare_onset
CADJPY,2021-05-17,2021-05,top,continuation,False,9,0,bare_onset
CADJPY,2021-10-21,2021-10,top,reversal,False,3,1,bare_onset
CADJPY,2022-03-30,2022-03,top,continuation,False,5,0,bare_onset
CADJPY,2022-11-21,2022-11,top,reversal,False,3,1,bare_onset
CADJPY,2022-12-15,2022-12,bottom,continuation,False,2,0,bare_onset
CADJPY,2023-03-28,2023-03,bottom,reversal,False,1,1,bare_onset
CADJPY,2023-06-22,2023-06,top,continuation,False,2,0,bare_onset
CADJPY,2023-09-28,2023-09,top,reversal,False,3,1,bare_onset
CADJPY,2024-07-08,2024-07,top,continuation,False,3,0,bare_onset
CADJPY,2024-08-09,2024-08,bottom,reversal,False,17,1,bare_onset
CADJPY,2025-03-10,2025-03,bottom,reversal,False,6,1,bare_onset
CADJPY,2026-05-15,2026-05,top,reversal,False,16,1,bare_onset
AUDJPY,2021-02-26,2021-02,top,continuation,False,3,0,bare_onset
AUDJPY,2021-08-25,2021-08,bottom,reversal,False,4,1,bare_onset
AUDJPY,2021-10-21,2021-10,top,reversal,False,9,1,bare_onset
AUDJPY,2022-03-25,2022-03,top,continuation,False,1,0,bare_onset
AUDJPY,2023-03-27,2023-03,bottom,reversal,False,3,1,bare_onset
AUDJPY,2023-06-21,2023-06,top,reversal,False,12,1,bare_onset
AUDJPY,2024-05-22,2024-05,top,reversal,False,6,1,bare_onset
AUDJPY,2024-07-05,2024-07,top,continuation,False,4,0,bare_onset
AUDJPY,2024-07-30,2024-07,top,reversal,False,1,1,bare_onset
AUDJPY,2024-08-14,2024-08,bottom,reversal,False,13,1,bare_onset
AUDJPY,2025-03-10,2025-03,bottom,continuation,False,1,0,bare_onset
AUDJPY,2026-08-10,2026-08,top,continuation,False,5,0,bare_onset
NZDJPY,2021-03-01,2021-03,top,continuation,False,2,0,bare_onset
NZDJPY,2021-10-26,2021-10,top,reversal,False,6,1,bare_onset
NZDJPY,2022-03-22,2022-03,top,continuation,False,1,0,bare_onset
NZDJPY,2023-08-21,2023-08,top,continuation,False,19,0,bare_onset
NZDJPY,2024-05-22,2024-05,top,continuation,False,4,0,bare_onset
NZDJPY,2024-07-01,2024-07,top,continuation,False,7,0,bare_onset
NZDJPY,2024-07-22,2024-07,top,reversal,False,1,1,bare_onset
NZDJPY,2024-08-09,2024-08,bottom,continuation,False,3,0,bare_onset
NZDJPY,2024-12-13,2024-12,bottom,continuation,False,4,0,bare_onset
NZDJPY,2025-03-07,2025-03,bottom,continuation,False,2,0,bare_onset
NZDJPY,2025-12-29,2025-12,top,reversal,False,4,1,bare_onset
NZDJPY,2026-04-06,2026-04,top,continuation,False,2,0,bare_onset
NZDJPY,2026-07-27,2026-07,top,reversal,False,4,1,bare_onset
